,,,"Peel, Regional municipality [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Language spoken most often at home","            Assyrian Neo-Aramaic",,    1870,,     915,,     955,,    9515,,    4595,,    4920,
"Language spoken most often at home","            Chaldean Neo-Aramaic",,     270,,     130,,     140,,    2915,,    1410,,    1500,
"Language spoken most often at home","            Harari",,      25,,      15,,      15,,     555,,     250,,     305,
"Language spoken most often at home","            Hebrew",,      30,,      15,,      15,,    4850,,    2505,,    2345,
"Language spoken most often at home","            Maltese",,     330,,     150,,     180,,    1090,,     505,,     580,
"Language spoken most often at home","            Tigrigna",,     140,,      65,,      75,,    3920,,    1805,,    2115,
"Language spoken most often at home","            Semitic languages; n.i.e.",,     175,,      90,,      90,,     755,,     360,,     395,
"Language spoken most often at home","          Afro-Asiatic languages; n.i.e.",,      65,,      25,,      40,,     245,,     115,,     125,
"Language spoken most often at home","        Austro-Asiatic languages",,   10090,,    4700,,    5385,,   50245,,   23105,,   27140,
"Language spoken most often at home","          Khmer (Cambodian)",,     145,,      70,,      80,,    3770,,    1650,,    2120,
"Language spoken most often at home","          Vietnamese",,    9925,,    4625,,    5300,,   46435,,   21435,,   25000,
"Language spoken most often at home","          Austro-Asiatic languages; n.i.e",,      20,,      10,,      10,,      40,,      20,,      20,
"Language spoken most often at home","        Austronesian languages",,   14735,,    6645,,    8090,,   85370,,   36525,,   48845,
"Language spoken most often at home","          Bikol",,       0,,       0,,       0,,      90,,      35,,      55,
"Language spoken most often at home","          Cebuano",,     345,,     165,,     180,,    2325,,    1020,,    1315,
"Language spoken most often at home","          Fijian",,       5,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","          Hiligaynon",,      95,,      40,,      55,,     910,,     385,,     530,
"Language spoken most often at home","          Ilocano",,     375,,     170,,     205,,    4100,,    1780,,    2320,
"Language spoken most often at home","          Malagasy",,       5,,       0,,       0,,      35,,      15,,      20,
"Language spoken most often at home","          Malay",,     475,,     225,,     250,,    1810,,     860,,     945,
"Language spoken most often at home","          Pampangan (Kapampangan; Pampango)",,     125,,      60,,      65,,     445,,     200,,     250,
"Language spoken most often at home","          Pangasinan",,      15,,       5,,       5,,      90,,      40,,      50,
"Language spoken most often at home","          Tagalog (Pilipino; Filipino)",,   13275,,    5965,,    7310,,   75070,,   31965,,   43105,
"Language spoken most often at home","          Waray-Waray",,      10,,       5,,       5,,      90,,      35,,      55,
"Language spoken most often at home","          Austronesian languages; n.i.e.",,      25,,      10,,      10,,     380,,     175,,     200,
"Language spoken most often at home","        Creole languages",,     930,,     460,,     470,,    5325,,    2355,,    2970,
"Language spoken most often at home","          Haitian Creole",,      10,,       5,,       5,,     355,,     165,,     190,
"Language spoken most often at home","          Creole; n.o.s.",,     650,,     330,,     320,,    3995,,    1735,,    2255,
"Language spoken most often at home","          Creole languages; n.i.e.",,     270,,     120,,     145,,     975,,     455,,     520,
"Language spoken most often at home","        Dravidian languages",,   20320,,    9880,,   10445,,   96250,,   46575,,   49680,
"Language spoken most often at home","          Kannada",,     430,,     215,,     215,,    1060,,     540,,     520,
"Language spoken most often at home","          Malayalam",,    2905,,    1440,,    1460,,    8760,,    4460,,    4295,
"Language spoken most often at home","          Tamil",,   14935,,    7155,,    7775,,   80600,,   38460,,   42140,
"Language spoken most often at home","          Telugu",,    2005,,    1045,,     955,,    5705,,    3050,,    2655,
"Language spoken most often at home","          Dravidian languages; n.i.e.",,      50,,      25,,      25,,     125,,      55,,      70,
"Language spoken most often at home","        Hmong-Mien languages",,       0,,       0,,       0,,     200,,      95,,     105,
"Language spoken most often at home","        Indo-European languages",,  244765,,  119955,,  124810,,  978300,,  469640,,  508670,
"Language spoken most often at home","          Albanian",,    1340,,     670,,     670,,    9190,,    4580,,    4605,
"Language spoken most often at home","          Armenian",,     315,,     145,,     170,,    8630,,    4065,,    4560,
"Language spoken most often at home","          Balto-Slavic languages",,   33810,,   16145,,   17670,,  192945,,   90585,,  102365,
"Language spoken most often at home","            Baltic languages",,     265,,     115,,     155,,    2305,,     950,,    1355,
"Language spoken most often at home","              Latvian",,      45,,      20,,      20,,     860,,     350,,     515,
"Language spoken most often at home","              Lithuanian",,     220,,      90,,     130,,    1440,,     600,,     840,
"Language spoken most often at home","            Slavic languages",,   33550,,   16035,,   17515,,  190645,,   89635,,  101005,
"Language spoken most often at home","              Belarusan",,      10,,       5,,      10,,     175,,      80,,      90,
"Language spoken most often at home","              Bosnian",,     705,,     345,,     365,,    3220,,    1595,,    1620,
"Language spoken most often at home","              Bulgarian",,     785,,     390,,     395,,    4830,,    2350,,    2480,
"Language spoken most often at home","              Croatian",,    2495,,    1230,,    1270,,   11125,,    5275,,    5855,
"Language spoken most often at home","              Czech",,     340,,     170,,     170,,    3070,,    1480,,    1595,
"Language spoken most often at home","              Macedonian",,     760,,     385,,     375,,    6255,,    2965,,    3285,
"Language spoken most often at home","              Polish",,   17660,,    8375,,    9285,,   52555,,   24510,,   28045,
"Language spoken most often at home","              Russian",,    3610,,    1695,,    1915,,   63570,,   29655,,   33920,
"Language spoken most often at home","              Serbian",,    2545,,    1240,,    1305,,   23175,,   11335,,   11840,
"Language spoken most often at home","              Serbo-Croatian",,     250,,     120,,     130,,    1925,,     920,,    1010,
"Language spoken most often at home","              Slovak",,     330,,     155,,     180,,    3520,,    1680,,    1845,
"Language spoken most often at home","              Slovene (Slovenian)",,     255,,     120,,     135,,    1465,,     645,,     815,
"Language spoken most often at home","              Ukrainian",,    3760,,    1800,,    1960,,   15415,,    6995,,    8420,
"Language spoken most often at home","              Slavic languages; n.i.e.",,      40,,      20,,      20,,     355,,     160,,     190,
"Language spoken most often at home","          Celtic languages",,      10,,       0,,       5,,     120,,      65,,      55,
"Language spoken most often at home","            Scottish Gaelic",,       5,,       0,,       5,,      60,,      30,,      25,
"Language spoken most often at home","            Welsh",,       0,,       0,,       0,,      30,,      10,,      15,
"Language spoken most often at home","            Celtic languages; n.i.e.",,       5,,       0,,       0,,      35,,      20,,      15,
"Language spoken most often at home","          Germanic languages",,     710,,     310,,     395,,   44515,,   21630,,   22880,
"Language spoken most often at home","            Afrikaans",,      25,,      15,,      15,,     755,,     365,,     390,
"Language spoken most often at home","            Danish",,      20,,      10,,      10,,     280,,     135,,     150,
"Language spoken most often at home","            Dutch",,     105,,      40,,      65,,    4450,,    2145,,    2305,
"Language spoken most often at home","            Frisian",,       5,,       0,,       5,,      90,,      45,,      45,
"Language spoken most often at home","            German",,     515,,     225,,     285,,   37255,,   18140,,   19120,
"Language spoken most often at home","            Icelandic",,       0,,       0,,       0,,      45,,      20,,      30,
"Language spoken most often at home","            Norwegian",,       0,,       0,,       0,,      70,,      30,,      40,
"Language spoken most often at home","            Swedish",,      30,,      15,,      10,,     385,,     190,,     190,
"Language spoken most often at home","            Vlaams (Flemish)",,       5,,       0,,       5,,     145,,      60,,      85,
"Language spoken most often at home","            Yiddish",,       0,,       0,,       0,,     370,,     190,,     185,
"Language spoken most often at home","            Germanic languages; n.i.e.",,       0,,       0,,       0,,     655,,     315,,     340,
"Language spoken most often at home","          Greek",,    1070,,     490,,     580,,   21700,,   10160,,   11535,
"Language spoken most often at home","          Indo-Iranian languages",,  172780,,   86020,,   86760,,  435835,,  215755,,  220080,
"Language spoken most often at home","            Indo-Aryan languages",,  166310,,   82880,,   83435,,  344050,,  171125,,  172920,
"Language spoken most often at home","              Bengali",,    3825,,    1855,,    1965,,   29590,,   14595,,   14995,
"Language spoken most often at home","              Gujarati",,   14890,,    7255,,    7630,,   45445,,   22410,,   23035,
"Language spoken most often at home","              Hindi",,   12250,,    6005,,    6250,,   28960,,   14485,,   14475,
"Language spoken most often at home","              Kashmiri",,      20,,      10,,      15,,      65,,      30,,      35,
"Language spoken most often at home","              Konkani",,     215,,     100,,     115,,     540,,     260,,     280,
"Language spoken most often at home","              Marathi",,     960,,     490,,     460,,    2420,,    1230,,    1190,
"Language spoken most often at home","              Nepali",,    1250,,     625,,     625,,    5640,,    2815,,    2820,
"Language spoken most often at home","              Oriya (Odia)",,     100,,      50,,      50,,     325,,     160,,     165,
"Language spoken most often at home","              Punjabi (Panjabi)",,   94880,,   47725,,   47155,,  132135,,   66410,,   65725,
"Language spoken most often at home","              Sindhi",,     720,,     355,,     370,,    2880,,    1320,,    1560,
"Language spoken most often at home","              Sinhala (Sinhalese)",,    1260,,     625,,     635,,    4595,,    2250,,    2345,
"Language spoken most often at home","              Urdu",,   35935,,   17780,,   18155,,   91450,,   45160,,   46295,
"Language spoken most often at home","            Iranian languages",,    6225,,    3030,,    3195,,   90730,,   44090,,   46640,
"Language spoken most often at home","              Kurdish",,     155,,      90,,      65,,    3675,,    1900,,    1770,
"Language spoken most often at home","              Pashto",,    1015,,     505,,     510,,    6750,,    3360,,    3395,
"Language spoken most often at home","              Persian (Farsi)",,    5055,,    2435,,    2625,,   80305,,   38830,,   41475,
"Language spoken most often at home","            Indo-Iranian languages; n.i.e.",,     240,,     110,,     130,,    1050,,     540,,     515,
"Language spoken most often at home","          Italic (Romance) languages",,   34730,,   16180,,   18555,,  265375,,  122790,,  142585,
"Language spoken most often at home","            Catalan",,       5,,       5,,       0,,     135,,      60,,      75,
"Language spoken most often at home","            Italian",,    6370,,    2815,,    3555,,   72960,,   31195,,   41770,
"Language spoken most often at home","            Portuguese",,   11045,,    5235,,    5810,,   67415,,   32065,,   35355,
"Language spoken most often at home","            Romanian",,    1685,,     800,,     885,,   19920,,    9380,,   10535,
"Language spoken most often at home","            Spanish",,   15615,,    7320,,    8300,,  104820,,   50035,,   54785,
"Language spoken most often at home","            Italic (Romance) languages; n.i.e.",,      10,,      10,,       5,,     110,,      50,,      60,
"Language spoken most often at home","        Japanese",,     570,,     265,,     305,,    6040,,    2590,,    3450,
"Language spoken most often at home","        Kartvelian languages",,      15,,       5,,      10,,     770,,     420,,     355,
"Language spoken most often at home","          Georgian",,      15,,      10,,      10,,     775,,     420,,     355,
"Language spoken most often at home","        Korean",,    3545,,    1705,,    1840,,   48540,,   22685,,   25855,
"Language spoken most often at home","        Mongolic languages",,      15,,      10,,      10,,     225,,     115,,     110,
"Language spoken most often at home","          Mongolian",,      10,,      10,,      10,,     230,,     120,,     110,
"Language spoken most often at home","        Niger-Congo languages",,    2615,,    1170,,    1440,,   12120,,    5400,,    6725,
"Language spoken most often at home","          Akan (Twi)",,    1480,,     650,,     830,,    4415,,    1915,,    2495,
"Language spoken most often at home","          Bamanankan",,       0,,       0,,       0,,      25,,      15,,      15,
"Language spoken most often at home","          Edo",,      65,,      25,,      45,,     305,,     120,,     180,
"Language spoken most often at home","          Ewe",,      40,,      20,,      20,,     135,,      60,,      80,
"Language spoken most often at home","          Fulah (Pular; Pulaar; Fulfulde)",,       5,,       0,,       0,,     110,,      55,,      55,
"Language spoken most often at home","          Ga",,      60,,      30,,      25,,     175,,      80,,     100,
"Language spoken most often at home","          Ganda",,      35,,      20,,      15,,     195,,      85,,     110,
"Language spoken most often at home","          Igbo",,     120,,      60,,      60,,     540,,     265,,     275,
"Language spoken most often at home","          Lingala",,      10,,       5,,       5,,     225,,     100,,     130,
"Language spoken most often at home","          Rundi (Kirundi)",,      10,,       5,,      10,,     475,,     230,,     240,
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,      25,,      10,,      15,,     420,,     160,,     260,
"Language spoken most often at home","          Shona",,      75,,      40,,      35,,     455,,     210,,     245,
"Language spoken most often at home","          Swahili",,     145,,      60,,      80,,    2085,,     925,,    1160,
"Language spoken most often at home","          Wolof",,      15,,      10,,      10,,     130,,      65,,      65,
"Language spoken most often at home","          Yoruba",,     425,,     190,,     240,,    1300,,     625,,     675,
"Language spoken most often at home","          Niger-Congo languages; n.i.e.",,     120,,      60,,      60,,    1120,,     500,,     625,
"Language spoken most often at home","        Nilo-Saharan languages",,      15,,       5,,      10,,     550,,     260,,     290,
"Language spoken most often at home","          Dinka",,       0,,       0,,       0,,     120,,      60,,      65,
"Language spoken most often at home","          Nilo-Saharan languages; n.i.e.",,      15,,       5,,      10,,     425,,     195,,     225,
"Language spoken most often at home","        Sign languages",,     460,,     270,,     190,,    4425,,    2485,,    1940,
"Language spoken most often at home","          American Sign Language",,     165,,      90,,      80,,    1605,,     830,,     770,
"Language spoken most often at home","          Quebec Sign Language",,       0,,       0,,       0,,      25,,      15,,      15,
"Language spoken most often at home","          Sign languages; n.i.e",,     290,,     175,,     115,,    2795,,    1640,,    1150,
"Language spoken most often at home","        Sino-Tibetan languages",,   35715,,   16800,,   18920,,  448200,,  210560,,  237640,
"Language spoken most often at home","          Chinese languages",,   35440,,   16655,,   18780,,  441615,,  207305,,  234310,
"Language spoken most often at home","            Cantonese",,   13605,,    6215,,    7390,,  198745,,   91545,,  107200,
"Language spoken most often at home","            Hakka",,     145,,      70,,      75,,    2870,,    1305,,    1575,
"Language spoken most often at home","            Mandarin",,   19955,,    9590,,   10370,,  220535,,  105360,,  115175,
"Language spoken most often at home","            Min Dong",,       5,,       0,,       5,,     265,,     115,,     145,
"Language spoken most often at home","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,     625,,     275,,     350,,    5775,,    2635,,    3140,
"Language spoken most often at home","            Wu (Shanghainese)",,     395,,     180,,     215,,    3690,,    1735,,    1955,
"Language spoken most often at home","            Chinese; n.o.s.",,     685,,     325,,     365,,    9630,,    4565,,    5070,
"Language spoken most often at home","            Chinese languages; n.i.e.",,      10,,       5,,       5,,     100,,      45,,      55,
"Language spoken most often at home","          Tibeto-Burman languages",,     280,,     140,,     140,,    6580,,    3250,,    3330,
"Language spoken most often at home","            Burmese",,     125,,      60,,      60,,    1010,,     480,,     530,
"Language spoken most often at home","            Karenic languages",,       0,,       0,,       0,,    1360,,     685,,     675,
"Language spoken most often at home","            Tibetan",,     140,,      70,,      70,,    3875,,    1925,,    1945,
"Language spoken most often at home","            Tibeto-Burman languages; n.i.e.",,      15,,      10,,      10,,     335,,     165,,     170,
"Language spoken most often at home","        Tai-Kadai languages",,     375,,     175,,     200,,    3865,,    1845,,    2020,
"Language spoken most often at home","          Lao",,     305,,     140,,     160,,    2535,,    1220,,    1315,
"Language spoken most often at home","          Thai",,      70,,      30,,      40,,    1315,,     615,,     695,
"Language spoken most often at home","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      10,,       5,,      10,
"Language spoken most often at home","        Turkic languages",,     990,,     480,,     510,,   12435,,    6200,,    6230,
"Language spoken most often at home","          Azerbaijani",,      20,,      10,,      10,,     770,,     385,,     380,
"Language spoken most often at home","          Turkish",,     875,,     425,,     450,,   10545,,    5245,,    5300,
"Language spoken most often at home","          Uyghur",,      60,,      30,,      25,,     290,,     150,,     140,
"Language spoken most often at home","          Uzbek",,      25,,      15,,      10,,     585,,     290,,     295,
"Language spoken most often at home","          Turkic languages; n.i.e.",,      10,,       5,,      10,,     250,,     130,,     120,
"Language spoken most often at home","        Uralic languages",,     940,,     455,,     485,,   15330,,    6990,,    8340,
"Language spoken most often at home","          Estonian",,      25,,      10,,      10,,     790,,     290,,     500,
"Language spoken most often at home","          Finnish",,      30,,      10,,      15,,    1835,,     780,,    1050,
"Language spoken most often at home","          Hungarian",,     890,,     430,,     455,,   12700,,    5915,,    6790,
"Language spoken most often at home","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Other languages; n.i.e.",,      80,,      40,,      45,,     465,,     245,,     225,
"Language spoken most often at home","  Multiple responses",,  173000,,   85480,,   87520,,  790825,,  379925,,  410905,
"Language spoken most often at home","    English and French",,    3010,,    1340,,    1670,,   45655,,   20895,,   24755,
"Language spoken most often at home","    English and non-official language",,  166330,,   82540,,   83785,,  719595,,  347730,,  371865,
"Language spoken most often at home","    French and non-official language",,     555,,     255,,     305,,    6725,,    2930,,    3795,
"Language spoken most often at home","    English; French and non-official language",,    3105,,    1350,,    1755,,   18855,,    8365,,   10490,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20, 1375800,,  676520,,  699280,,13312865,, 6503875,, 6808990,
"Other language spoken regularly at home","  None",, 1023775,,  503270,,  520510,,11071665,, 5436665,, 5635000,
"Other language spoken regularly at home","  English",,  156995,,   79355,,   77635,,  896170,,  437015,,  459155,
"Other language spoken regularly at home","  French",,    9505,,    3945,,    5550,,  243970,,  108390,,  135580,
"Other language spoken regularly at home","  Non-official language",,  179135,,   86855,,   92280,, 1056960,,  501315,,  555645,
"Other language spoken regularly at home","    Aboriginal",,      30,,      15,,      15,,   14315,,    6580,,    7735,
"Other language spoken regularly at home","    Non-Aboriginal",,  179105,,   86845,,   92260,, 1042645,,  494735,,  547910,
"Other language spoken regularly at home","  English and French",,     985,,     450,,     535,,    8150,,    3755,,    4395,
"Other language spoken regularly at home","  English and non-official language",,    3705,,    1895,,    1810,,   19105,,    9370,,    9735,
"Other language spoken regularly at home","  French and non-official language",,    1655,,     720,,     935,,   16435,,    7165,,    9270,
"Other language spoken regularly at home","  English; French and non-official language",,      50,,      25,,      25,,     415,,     205,,     215,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21, 1119400,,  544795,,  574605,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",, 1053150,,  513510,,  539635,,10556935,, 5115460,, 5441475,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   30715,,   35812,,   26687,,   33539,,   39889,,   28676,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",, 1053315,,  513545,,  539775,,10559805,, 5115825,, 5443975,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   28405,,   32554,,   25077,,   30641,,   35753,,   26585,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,  927385,,  467335,,  460050,, 9391800,, 4650130,, 4741675,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   31381,,   36866,,   26509,,   32871,,   39831,,   27012,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,  757275,,  333870,,  423410,, 7632575,, 3402810,, 4229770,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    2169,,     917,,    3855,,    4206,,    2034,,    5463,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,  805200,,  415990,,  389210,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   33467,,   38017,,   29520,,   33946,,   39490,,   29413,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22, 1119400,,  544800,,  574605,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",, 1053655,,  513720,,  539935,,10556925,, 5114340,, 5442580,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   42651,,   49339,,   36287,,   47915,,   56780,,   39585,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",, 1053850,,  513760,,  540085,,10559935,, 5114725,, 5445210,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   35665,,   40372,,   31187,,   39318,,   45443,,   33564,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,  927480,,  467585,,  459890,, 9391645,, 4649230,, 4742415,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   43405,,   50495,,   36196,,   47890,,   57511,,   38459,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,  756500,,  333300,,  423195,, 7632220,, 3402745,, 4229475,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    6189,,    5207,,    6962,,    7346,,    6763,,    7815,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,  805200,,  416420,,  388785,, 7790680,, 3995700,, 3794985,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   44132,,   50326,,   37498,,   47369,,   55263,,   39057,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23, 1119400,,  544795,,  574605,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,  384710,,  216620,,  168090,, 3737385,, 2082480,, 1654900,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   52426,,   56821,,   47980,,   55121,,   60345,,   49713,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   63269,,   68999,,   55885,,   68628,,   76536,,   58676,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     89.6,,     93.1,,     85.0,,     88.9,,     92.1,,     84.7,
"Income of individuals in 2015","    Employment income (%)",29,     78.9,,     82.4,,     74.4,,     72.9,,     76.0,,     68.7,
"Income of individuals in 2015","  Government transfers (%)",30,     10.4,,      6.9,,     15.0,,     11.1,,      7.9,,     15.3,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31, 1119405,,  544795,,  574605,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without total income",,   66255,,   31285,,   34970,,  481500,,  227390,,  254115,
"Income of individuals in 2015","  With total income",, 1053145,,  513515,,  539635,,10556940,, 5115460,, 5441475,
"Income of individuals in 2015","  Percentage with total income",,     94.1,,     94.3,,     93.9,,     95.6,,     95.7,,     95.5,
"Income of individuals in 2015","    Under $10;000 (including loss)",,  191530,,   84220,,  107310,, 1615790,,  711105,,  904685,
"Income of individuals in 2015","    $10;000 to $19;999",,  188635,,   79650,,  108985,, 1829355,,  742710,, 1086645,
"Income of individuals in 2015","    $20;000 to $29;999",,  137135,,   61305,,   75830,, 1410760,,  589975,,  820785,
"Income of individuals in 2015","    $30;000 to $39;999",,  114215,,   53100,,   61115,, 1147510,,  519550,,  627955,
"Income of individuals in 2015","    $40;000 to $49;999",,  100860,,   47700,,   53155,, 1021880,,  489595,,  532285,
"Income of individuals in 2015","    $50;000 to $59;999",,   79600,,   40600,,   38995,,  809115,,  415950,,  393165,
"Income of individuals in 2015","    $60;000 to $69;999",,   60400,,   33500,,   26905,,  630635,,  348525,,  282110,
"Income of individuals in 2015","    $70;000 to $79;999",,   45660,,   27005,,   18660,,  479890,,  277725,,  202165,
"Income of individuals in 2015","    $80;000 to $89;999",,   34805,,   20950,,   13855,,  378185,,  222095,,  156095,
"Income of individuals in 2015","    $90;000 to $99;999",,   28145,,   16175,,   11965,,  324810,,  181815,,  142995,
"Income of individuals in 2015","    $100;000 and over",,   72155,,   49295,,   22865,,  909005,,  616420,,  292585,
"Income of individuals in 2015","      $100;000 to $149;999",,   49845,,   33120,,   16725,,  600995,,  394410,,  206590,
"Income of individuals in 2015","      $150;000 and over",,   22320,,   16175,,    6140,,  308010,,  222010,,   86000,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32, 1119405,,  544795,,  574605,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without after-tax income",,   66085,,   31250,,   34830,,  478635,,  227025,,  251610,
"Income of individuals in 2015","  With after-tax income",, 1053315,,  513545,,  539775,,10559805,, 5115825,, 5443980,
"Income of individuals in 2015","  Percentage with after-tax income",,     94.1,,     94.3,,     93.9,,     95.7,,     95.8,,     95.6,
"Income of individuals in 2015","    Under $10;000 (including loss)",,  194025,,   85005,,  109020,, 1659280,,  722040,,  937235,
"Income of individuals in 2015","    $10;000 to $19;999",,  196450,,   83480,,  112965,, 1906875,,  777330,, 1129540,
"Income of individuals in 2015","    $20;000 to $29;999",,  158705,,   71470,,   87235,, 1623230,,  690290,,  932940,
"Income of individuals in 2015","    $30;000 to $39;999",,  136280,,   64335,,   71950,, 1377100,,  642645,,  734450,
"Income of individuals in 2015","    $40;000 to $49;999",,  116675,,   57980,,   58695,, 1166040,,  585490,,  580555,
"Income of individuals in 2015","    $50;000 to $59;999",,   81700,,   45025,,   36675,,  845305,,  464610,,  380700,
"Income of individuals in 2015","    $60;000 to $69;999",,   56405,,   33620,,   22785,,  604005,,  354015,,  249985,
"Income of individuals in 2015","    $70;000 to $79;999",,   40930,,   24045,,   16885,,  465485,,  268140,,  197345,
"Income of individuals in 2015","    $80;000 and over",,   72150,,   48595,,   23560,,  912490,,  611260,,  301230,
"Income of individuals in 2015","      $80;000 to $89;999",,   25200,,   15585,,    9610,,  299315,,  183410,,  115905,
"Income of individuals in 2015","      $90;000 to $99;999",,   14375,,    9730,,    4645,,  174110,,  116330,,   57785,
"Income of individuals in 2015","      $100;000 and over",,   32580,,   23275,,    9300,,  439070,,  311525,,  127540,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33, 1119400,,  544795,,  574605,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without employment income",,  314200,,  128805,,  185395,, 3247760,, 1344515,, 1903245,
"Income of individuals in 2015","  With employment income",,  805200,,  415990,,  389210,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","  Percentage with employment income",,     71.9,,     76.4,,     67.7,,     70.6,,     74.8,,     66.6,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   98205,,   46060,,   52145,, 1094860,,  546920,,  547940,
"Income of individuals in 2015","    $5;000 to $9;999",,   67295,,   29650,,   37640,,  635305,,  281135,,  354165,
"Income of individuals in 2015","    $10;000 to $19;999",,  113910,,   54995,,   58915,, 1027910,,  464445,,  563465,
"Income of individuals in 2015","    $20;000 to $29;999",,   91845,,   43775,,   48070,,  827805,,  372185,,  455625,
"Income of individuals in 2015","    $30;000 to $39;999",,   86550,,   41105,,   45445,,  767840,,  351925,,  415910,
"Income of individuals in 2015","    $40;000 to $49;999",,   79515,,   38590,,   40925,,  709775,,  341320,,  368450,
"Income of individuals in 2015","    $50;000 to $59;999",,   64615,,   34270,,   30350,,  588220,,  310155,,  278065,
"Income of individuals in 2015","    $60;000 to $69;999",,   49530,,   28435,,   21100,,  465670,,  263430,,  202240,
"Income of individuals in 2015","    $70;000 to $79;999",,   38530,,   23475,,   15050,,  369085,,  218570,,  150515,
"Income of individuals in 2015","    $80;000 and over",,  115205,,   75635,,   39570,, 1304210,,  848245,,  455970,
"Income of individuals in 2015","      $80;000 to $89;999",,   30230,,   18585,,   11645,,  307660,,  182660,,  125005,
"Income of individuals in 2015","      $90;000 to $99;999",,   25115,,   14535,,   10580,,  280530,,  156440,,  124090,
"Income of individuals in 2015","      $100;000 and over",,   59860,,   42515,,   17345,,  716015,,  509140,,  206875,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,  430180,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   86233,,,...,,...,   74287,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   75667,,,...,,...,   65285,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   68345,,,...,,..., 1341300,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   41872,,,...,,...,   36900,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   36934,,,...,,...,   33219,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,  361835,,,...,,..., 3827875,,,...,,...
