,,,"Middlesex, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Language spoken most often at home","    French and non-official language",,      90,,      35,,      55,,    6725,,    2930,,    3795,
"Language spoken most often at home","    English; French and non-official language",,     405,,     190,,     215,,   18855,,    8365,,   10490,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20,  450290,,  219135,,  231155,,13312865,, 6503875,, 6808990,
"Other language spoken regularly at home","  None",,  399545,,  194885,,  204655,,11071665,, 5436665,, 5635000,
"Other language spoken regularly at home","  English",,   18055,,    8820,,    9240,,  896170,,  437015,,  459155,
"Other language spoken regularly at home","  French",,    4835,,    1960,,    2875,,  243970,,  108390,,  135580,
"Other language spoken regularly at home","  Non-official language",,   26925,,   13020,,   13895,, 1056960,,  501315,,  555645,
"Other language spoken regularly at home","    Aboriginal",,     220,,      85,,     135,,   14315,,    6580,,    7735,
"Other language spoken regularly at home","    Non-Aboriginal",,   26705,,   12940,,   13760,, 1042645,,  494735,,  547910,
"Other language spoken regularly at home","  English and French",,     195,,      90,,     105,,    8150,,    3755,,    4395,
"Other language spoken regularly at home","  English and non-official language",,     280,,     155,,     130,,   19105,,    9370,,    9735,
"Other language spoken regularly at home","  French and non-official language",,     440,,     200,,     235,,   16435,,    7165,,    9270,
"Other language spoken regularly at home","  English; French and non-official language",,      10,,       5,,       5,,     415,,     205,,     215,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21,  373875,,  180350,,  193525,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",,  358485,,  172910,,  185580,,10556935,, 5115460,, 5441475,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   33533,,   38615,,   29592,,   33539,,   39889,,   28676,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,  358560,,  172915,,  185645,,10559805,, 5115825,, 5443975,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   30595,,   34702,,   27277,,   30641,,   35753,,   26585,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,  318355,,  156000,,  162355,, 9391800,, 4650130,, 4741675,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   32369,,   38365,,   27208,,   32871,,   39831,,   27012,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,  264905,,  118725,,  146180,, 7632575,, 3402810,, 4229770,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    5020,,    2709,,    6236,,    4206,,    2034,,    5463,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,  261945,,  133745,,  128200,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   32744,,   37027,,   29178,,   33946,,   39490,,   29413,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,  373875,,  180360,,  193515,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,  358440,,  172800,,  185640,,10556925,, 5114340,, 5442580,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   44431,,   50886,,   38423,,   47915,,   56780,,   39585,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,  358525,,  172805,,  185720,,10559935,, 5114725,, 5445210,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   37228,,   41775,,   32998,,   39318,,   45443,,   33564,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,  318565,,  156060,,  162505,, 9391645,, 4649230,, 4742415,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   43677,,   51075,,   36572,,   47890,,   57511,,   38459,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,  265190,,  119280,,  145905,, 7632220,, 3402745,, 4229475,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    7587,,    6895,,    8154,,    7346,,    6763,,    7815,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,  261945,,  133465,,  128480,, 7790680,, 3995700,, 3794985,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   42549,,   48215,,   36664,,   47369,,   55263,,   39057,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,  373875,,  180360,,  193515,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,  125715,,   68805,,   56910,, 3737385,, 2082480,, 1654900,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   51786,,   55926,,   47710,,   55121,,   60345,,   49713,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   61334,,   66907,,   54596,,   68628,,   76536,,   58676,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     87.4,,     90.8,,     83.2,,     88.9,,     92.1,,     84.7,
"Income of individuals in 2015","    Employment income (%)",29,     70.2,,     73.6,,     65.9,,     72.9,,     76.0,,     68.7,
"Income of individuals in 2015","  Government transfers (%)",30,     12.6,,      9.2,,     16.8,,     11.1,,      7.9,,     15.3,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,  373870,,  180350,,  193520,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without total income",,   15385,,    7445,,    7940,,  481500,,  227390,,  254115,
"Income of individuals in 2015","  With total income",,  358490,,  172910,,  185580,,10556940,, 5115460,, 5441475,
"Income of individuals in 2015","  Percentage with total income",,     95.9,,     95.9,,     95.9,,     95.6,,     95.7,,     95.5,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   52665,,   24305,,   28360,, 1615790,,  711105,,  904685,
"Income of individuals in 2015","    $10;000 to $19;999",,   61845,,   25490,,   36355,, 1829355,,  742710,, 1086645,
"Income of individuals in 2015","    $20;000 to $29;999",,   49795,,   20730,,   29075,, 1410760,,  589975,,  820785,
"Income of individuals in 2015","    $30;000 to $39;999",,   41380,,   18445,,   22935,, 1147510,,  519550,,  627955,
"Income of individuals in 2015","    $40;000 to $49;999",,   38520,,   18285,,   20235,, 1021880,,  489595,,  532285,
"Income of individuals in 2015","    $50;000 to $59;999",,   29050,,   14965,,   14090,,  809115,,  415950,,  393165,
"Income of individuals in 2015","    $60;000 to $69;999",,   22040,,   12260,,    9775,,  630635,,  348525,,  282110,
"Income of individuals in 2015","    $70;000 to $79;999",,   15645,,    8840,,    6805,,  479890,,  277725,,  202165,
"Income of individuals in 2015","    $80;000 to $89;999",,   11680,,    6710,,    4970,,  378185,,  222095,,  156095,
"Income of individuals in 2015","    $90;000 to $99;999",,   10935,,    5860,,    5070,,  324810,,  181815,,  142995,
"Income of individuals in 2015","    $100;000 and over",,   24920,,   17020,,    7900,,  909005,,  616420,,  292585,
"Income of individuals in 2015","      $100;000 to $149;999",,   16970,,   11240,,    5725,,  600995,,  394410,,  206590,
"Income of individuals in 2015","      $150;000 and over",,    7950,,    5780,,    2175,,  308010,,  222010,,   86000,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,  373875,,  180350,,  193525,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without after-tax income",,   15315,,    7440,,    7875,,  478635,,  227025,,  251610,
"Income of individuals in 2015","  With after-tax income",,  358560,,  172915,,  185640,,10559805,, 5115825,, 5443980,
"Income of individuals in 2015","  Percentage with after-tax income",,     95.9,,     95.9,,     95.9,,     95.7,,     95.8,,     95.6,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   54110,,   24655,,   29450,, 1659280,,  722040,,  937235,
"Income of individuals in 2015","    $10;000 to $19;999",,   64620,,   26705,,   37920,, 1906875,,  777330,, 1129540,
"Income of individuals in 2015","    $20;000 to $29;999",,   57625,,   24440,,   33185,, 1623230,,  690290,,  932940,
"Income of individuals in 2015","    $30;000 to $39;999",,   50690,,   23305,,   27385,, 1377100,,  642645,,  734450,
"Income of individuals in 2015","    $40;000 to $49;999",,   42530,,   21200,,   21330,, 1166040,,  585490,,  580555,
"Income of individuals in 2015","    $50;000 to $59;999",,   29175,,   16065,,   13105,,  845305,,  464610,,  380700,
"Income of individuals in 2015","    $60;000 to $69;999",,   19275,,   11070,,    8205,,  604005,,  354015,,  249985,
"Income of individuals in 2015","    $70;000 to $79;999",,   15200,,    8400,,    6795,,  465485,,  268140,,  197345,
"Income of individuals in 2015","    $80;000 and over",,   25340,,   17070,,    8265,,  912490,,  611260,,  301230,
"Income of individuals in 2015","      $80;000 to $89;999",,    8665,,    5355,,    3305,,  299315,,  183410,,  115905,
"Income of individuals in 2015","      $90;000 to $99;999",,    5075,,    3420,,    1655,,  174110,,  116330,,   57785,
"Income of individuals in 2015","      $100;000 and over",,   11600,,    8295,,    3305,,  439070,,  311525,,  127540,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,  373875,,  180350,,  193525,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without employment income",,  111925,,   46610,,   65320,, 3247760,, 1344515,, 1903245,
"Income of individuals in 2015","  With employment income",,  261945,,  133740,,  128205,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","  Percentage with employment income",,     70.1,,     74.2,,     66.2,,     70.6,,     74.8,,     66.6,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   37985,,   19050,,   18935,, 1094860,,  546920,,  547940,
"Income of individuals in 2015","    $5;000 to $9;999",,   22020,,    9965,,   12055,,  635305,,  281135,,  354165,
"Income of individuals in 2015","    $10;000 to $19;999",,   35045,,   16055,,   18990,, 1027910,,  464445,,  563465,
"Income of individuals in 2015","    $20;000 to $29;999",,   28430,,   13135,,   15295,,  827805,,  372185,,  455625,
"Income of individuals in 2015","    $30;000 to $39;999",,   27120,,   12300,,   14820,,  767840,,  351925,,  415910,
"Income of individuals in 2015","    $40;000 to $49;999",,   26570,,   12865,,   13705,,  709775,,  341320,,  368450,
"Income of individuals in 2015","    $50;000 to $59;999",,   20575,,   10980,,    9595,,  588220,,  310155,,  278065,
"Income of individuals in 2015","    $60;000 to $69;999",,   15735,,    8935,,    6805,,  465670,,  263430,,  202240,
"Income of individuals in 2015","    $70;000 to $79;999",,   11470,,    6675,,    4795,,  369085,,  218570,,  150515,
"Income of individuals in 2015","    $80;000 and over",,   36985,,   23785,,   13200,, 1304210,,  848245,,  455970,
"Income of individuals in 2015","      $80;000 to $89;999",,    9325,,    5345,,    3985,,  307660,,  182660,,  125005,
"Income of individuals in 2015","      $90;000 to $99;999",,    9175,,    4990,,    4185,,  280530,,  156440,,  124090,
"Income of individuals in 2015","      $100;000 and over",,   18485,,   13460,,    5025,,  716015,,  509140,,  206875,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,  190045,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   64797,,,...,,...,   74287,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   57589,,,...,,...,   65285,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   57595,,,...,,..., 1341300,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   34592,,,...,,...,   36900,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   31320,,,...,,...,   33219,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,  132450,,,...,,..., 3827875,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   83278,,,...,,...,   90967,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   73500,,,...,,...,   79528,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,  190045,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   83802,,,...,,...,   97856,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   70232,,,...,,...,   80322,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   57590,,,...,,..., 1341115,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   44363,,,...,,...,   49571,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   37384,,,...,,...,   40830,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,  132455,,,...,,..., 3828060,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  100949,,,...,,...,  114773,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   84514,,,...,,...,   94157,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,  190045,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Under $5;000",,    3965,,,...,,...,   86720,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    3430,,,...,,...,   70245,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    6075,,,...,,...,  134395,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    7735,,,...,,...,  185245,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    8840,,,...,,...,  200770,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    8055,,,...,,...,  189450,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    8455,,,...,,...,  202580,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    8760,,,...,,...,  207180,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    8625,,,...,,...,  206605,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    8505,,,...,,...,  202015,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   15610,,,...,,...,  388820,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   13990,,,...,,...,  363580,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   12460,,,...,,...,  335770,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   11085,,,...,,...,  309105,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,   10070,,,...,,...,  282740,,,...,,...
"Income of households in 2015","  $100;000 and over",,   54385,,,...,,..., 1803955,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   18795,,,...,,...,  560090,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,   12340,,,...,,...,  394570,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,   13110,,,...,,...,  449885,,,...,,...
"Income of households in 2015","    $200;000 and over",,   10145,,,...,,...,  399410,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,  190045,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Under $5;000",,    4135,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    3485,,,...,,...,   71480,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    6155,,,...,,...,  136550,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    8095,,,...,,...,  192920,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    9940,,,...,,...,  222605,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    9110,,,...,,...,  211440,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    9920,,,...,,...,  232755,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,   10300,,,...,,...,  244335,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,   10245,,,...,,...,  247645,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    9860,,,...,,...,  241965,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,   17765,,,...,,...,  463170,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,   15625,,,...,,...,  422695,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,   14035,,,...,,...,  388720,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,   11995,,,...,,...,  342330,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    9690,,,...,,...,  290720,,,...,,...
"Income of households in 2015","  $100;000 and over",,   39690,,,...,,..., 1367630,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,   17220,,,...,,...,  539915,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    9850,,,...,,...,  334420,,,...,,...
"Income of households in 2015","    $150;000 and over",,   12615,,,...,,...,  493295,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,  125145,,,...,,..., 3689580,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   84933,,,...,,...,   91089,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   74698,,,...,,...,   79531,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.0,,,...,,...,      3.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   47990,,,...,,..., 1280890,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   79564,,,...,,...,   81459,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   70010,,,...,,...,   71237,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   52970,,,...,,..., 1716115,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  109494,,,...,,...,  115381,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   94411,,,...,,...,   99205,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.0,,,...,,...,      4.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,   21005,,,...,,...,  584180,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   48657,,,...,,...,   54363,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   45759,,,...,,...,   50317,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.6,,,...,,...,      2.7,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,  125140,,,...,,..., 3689080,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  102768,,,...,,...,  115328,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   85842,,,...,,...,   94410,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   47980,,,...,,..., 1280580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   95937,,,...,,...,  104425,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   79890,,,...,,...,   84952,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   53055,,,...,,..., 1717295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  127475,,,...,,...,  140590,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  105412,,,...,,...,  114144,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,   20955,,,...,,...,  581945,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   59130,,,...,,...,   67748,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   52193,,,...,,...,   58742,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,   77785,,   36735,,   41050,, 1818815,,  867175,,  951640,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   29465,,   29270,,   29596,,   32097,,   33925,,   30753,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   27201,,   26893,,   27419,,   29417,,   30678,,   28442,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,   77655,,   37000,,   40650,, 1814575,,  864020,,  950555,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   39474,,   40690,,   38367,,   44298,,   46765,,   42057,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   33543,,   34019,,   33109,,   36874,,   38228,,   35644,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,  448535,,  218450,,  230090,,13242160,, 6472205,, 6769955,
"Income of economic families in 2015","  In the bottom half of the distribution",,  233290,,  111140,,  122155,, 6335170,, 3016275,, 3318895,
"Income of economic families in 2015","    In the bottom decile",,   55745,,   27145,,   28605,, 1346645,,  651310,,  695335,
"Income of economic families in 2015","    In the second decile",,   46185,,   20845,,   25335,, 1280675,,  581380,,  699290,
"Income of economic families in 2015","    In the third decile",,   43845,,   20730,,   23115,, 1237415,,  583840,,  653575,
"Income of economic families in 2015","    In the fourth decile",,   43920,,   21170,,   22750,, 1223510,,  589740,,  633770,
"Income of economic families in 2015","    In the fifth decile",,   43600,,   21255,,   22350,, 1246925,,  610000,,  636930,
"Income of economic families in 2015","  In the top half of the distribution",,  215240,,  107310,,  107935,, 6906990,, 3455930,, 3451060,
"Income of economic families in 2015","    In the sixth decile",,   44025,,   21620,,   22410,, 1279095,,  629635,,  649465,
"Income of economic families in 2015","    In the seventh decile",,   43905,,   21700,,   22205,, 1321220,,  655840,,  665375,
"Income of economic families in 2015","    In the eighth decile",,   44800,,   22425,,   22370,, 1382795,,  691630,,  691165,
"Income of economic families in 2015","    In the ninth decile",,   43520,,   21740,,   21775,, 1464415,,  736030,,  728385,
"Income of economic families in 2015","    In the top decile",,   38995,,   19820,,   19170,, 1459465,,  742795,,  716670,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43,  448380,,  218370,,  230010,,13184055,, 6442930,, 6741130,
"Low income in 2015","  0 to 17 years",,   89930,,   45905,,   44020,, 2656535,, 1361905,, 1294630,
"Low income in 2015","    0 to 5 years",,   29035,,   14910,,   14120,,  835000,,  428025,,  406975,
"Low income in 2015","  18 to 64 years",,  286585,,  140115,,  146470,, 8418960,, 4110615,, 4308345,
"Low income in 2015","  65 years and over",,   71870,,   32350,,   39515,, 2108560,,  970405,, 1138155,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,   77045,,   36095,,   40950,, 1898975,,  886530,, 1012445,
"Low income in 2015","  0 to 17 years",,   20130,,   10285,,    9845,,  489905,,  251830,,  238080,
"Low income in 2015","    0 to 5 years",,    7065,,    3640,,    3430,,  165140,,   84825,,   80310,
"Low income in 2015","  18 to 64 years",,   48535,,   22820,,   25720,, 1155315,,  538535,,  616780,
"Low income in 2015","  65 years and over",,    8375,,    2990,,    5385,,  253755,,   96170,,  157585,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     17.2,,     16.5,,     17.8,,     14.4,,     13.8,,     15.0,
"Low income in 2015","  0 to 17 years (%)",,     22.4,,     22.4,,     22.4,,     18.4,,     18.5,,     18.4,
"Low income in 2015","    0 to 5 years (%)",,     24.3,,     24.4,,     24.3,,     19.8,,     19.8,,     19.7,
"Low income in 2015","  18 to 64 years (%)",,     16.9,,     16.3,,     17.6,,     13.7,,     13.1,,     14.3,
"Low income in 2015","  65 years and over (%)",,     11.7,,      9.2,,     13.6,,     12.0,,      9.9,,     13.8,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,   45835,,   22665,,   23170,, 1298590,,  627935,,  670650,
"Low income in 2015","  0 to 17 years",,   10400,,    5330,,    5070,,  304390,,  156575,,  147815,
"Low income in 2015","    0 to 5 years",,    3800,,    1965,,    1830,,  102750,,   52810,,   49935,
"Low income in 2015","  18 to 64 years",,   33730,,   16620,,   17110,,  887640,,  430545,,  457095,
"Low income in 2015","  65 years and over",,    1700,,     705,,     995,,  106555,,   40815,,   65740,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,     10.2,,     10.4,,     10.1,,      9.8,,      9.7,,      9.9,
"Low income in 2015","  0 to 17 years (%)",,     11.6,,     11.6,,     11.5,,     11.5,,     11.5,,     11.4,
"Low income in 2015","    0 to 5 years (%)",,     13.1,,     13.2,,     13.0,,     12.3,,     12.3,,     12.3,
"Low income in 2015","  18 to 64 years (%)",,     11.8,,     11.9,,     11.7,,     10.5,,     10.5,,     10.6,
"Low income in 2015","  65 years and over (%)",,      2.4,,      2.2,,      2.5,,      5.1,,      4.2,,      5.8,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44,  448540,,  218445,,  230090,,13242160,, 6472240,, 6769925,
"Knowledge of languages","  Official languages",,  442155,,  215885,,  226270,,12918075,, 6342930,, 6575145,
"Knowledge of languages","    English",,  441850,,  215730,,  226120,,12879045,, 6326225,, 6552825,
"Knowledge of languages","    French",,   30975,,   13100,,   17875,, 1521020,,  677505,,  843510,
"Knowledge of languages","  Non-official languages",,  104660,,   50475,,   54180,, 4431270,, 2115510,, 2315760,
"Knowledge of languages","    Aboriginal languages",,     325,,     100,,     220,,   33855,,   15815,,   18035,
"Knowledge of languages","      Algonquian languages",,     170,,      55,,     110,,   30630,,   14505,,   16125,
"Knowledge of languages","        Blackfoot",,       0,,       0,,       0,,      15,,      15,,       0,
"Knowledge of languages","        Cree-Montagnais languages",,      10,,       0,,       0,,    6560,,    3160,,    3395,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,     145,,      70,,      75,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,      25,,      10,,      10,
"Knowledge of languages","          Northern East Cree",,       0,,       0,,       0,,      65,,      25,,      45,
"Knowledge of languages","          Plains Cree",,       0,,       0,,       0,,     105,,      50,,      50,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,       0,,       0,,      10,,     605,,     255,,     350,
"Knowledge of languages","          Woods Cree",,       0,,       0,,       0,,      45,,      25,,      25,
"Knowledge of languages","          Cree; n.o.s.",,      10,,       0,,      10,,    5620,,    2760,,    2865,
"Knowledge of languages","        Eastern Algonquian languages",,       0,,       0,,       0,,     180,,      95,,      85,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,      20,,      20,,       0,
"Knowledge of languages","          Mi'kmaq",,       0,,       0,,       0,,     160,,      75,,      85,
"Knowledge of languages","        Ojibway-Potawatomi languages",,     145,,      50,,     100,,   23980,,   11285,,   12690,
"Knowledge of languages","          Algonquin",,       0,,       0,,       0,,     205,,      95,,     105,
